input,output_raw,created_at
"Title: 판매 완료
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/362867136_1_1762918727_w{res}.jpg","{""weight"":0.8,""volume"":[25,15,20]}",2025-11-21 08:22:54
"Title: LOGO CUTTED LAYERED TOP IN WHITE
Category: 상의 > 반소매 티셔츠
Image: https://image.msscdn.net/images/goods_img/20240115/3796108/3796108_17053108244951_500.jpg","{""weight"":0.3,""volume"":[3,25,30]}",2025-11-21 08:22:48
"Title: 롯데월드 자유이용권 종일권 오후권 가족권
Category: 도서/티켓/문구 > 티켓 > 테마파크 > 
Image: https://media.bunjang.co.kr/product/359431096_1_1762005055_w{res}.jpg","{""weight"":0.05,""volume"":[0.5,11.4,16.2]}",2025-11-21 08:22:44
"Title: CJ 햇반 즉석밥 발아현미밥 작은공기 130g x 36개
Category: 가공식품 > 즉석밥 > 즉석밥
Image: https://gdimg.gmarket.co.kr/4242952798/still/600?ver=1763426913","{""weight"":5,""volume"":[12,27,40]}",2025-11-21 08:22:40
"Title: 대리구매 실사푸 푸바오 특대형 인형 실사푸인형
Category: 가전제품 > 기타 가전제품 > 
Image: https://media.bunjang.co.kr/product/369671514_1_1763279507_w{res}.jpg","{""weight"":2.5,""volume"":[40,45,60]}",2025-11-21 08:22:36
"Title: 띠어리 자켓
Category: 여성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/348000122_1_1753885147_w{res}.jpg","{""weight"":1,""volume"":[10,30,38]}",2025-11-21 08:22:32
"Title: [극소량] 뉴진스 해린 haerin 10cm  솜인형
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/363156582_1_1760658411_w{res}.jpg","{""weight"":0.15,""volume"":[10,10,12]}",2025-11-21 08:22:18
"Title: 스톤아일랜드 23ss 맨투맨 블랙 M 백화점정품
Category: 남성의류 > 상의 > 맨투맨 > 
Image: https://media.bunjang.co.kr/product/370372970_1_1763554798_w{res}.jpg","{""weight"":0.9,""volume"":[8,25,35]}",2025-11-21 08:22:01
"Title: 칼하트 캔버스 볼캡
Category: 패션 액세서리 > 모자 > 볼캡 > 
Image: https://media.bunjang.co.kr/product/368285282_1_1763118014_w{res}.jpg","{""weight"":0.25,""volume"":[15,20,28]}",2025-11-21 08:21:48
"Title: 플리즈프로젝트 POCKET FIELD PARKA DARK GRAY
Category: 여성의류 > 아우터 > 점퍼 > 
Image: https://media.bunjang.co.kr/product/370046526_1_1763433574_w{res}.jpg","{""weight"":1.5,""volume"":[12,35,40]}",2025-11-21 08:21:44
"Title: [던스트] UNISEX VINTAGE PADDED WORK JACKET BLACK_UDJU5C108BK
Category: 패션의류>여성의류>재킷
Image: https://shop-phinf.pstatic.net/20250828_191/1756372160962Dl3db_JPEG/103862546560365166_1892636855.jpg?type=m510","{""weight"":2,""volume"":[18,30,40]}",2025-11-21 08:21:37
"Title: 스톤아일랜드 블랙 맨투맨[L]
Category: 남성의류 > 상의 > 니트/스웨터 > 
Image: https://media.bunjang.co.kr/product/370638255_1_1763683803_w{res}.jpg","{""weight"":0.9,""volume"":[8,25,35]}",2025-11-21 08:21:31
"Title: 삽니다)어나더오피스 보이저 발마칸 헤더 차콜 1사
Category: 남성의류 > 아우터 > 코트 > 
Image: https://media.bunjang.co.kr/product/366160530_1_1762428972_w{res}.jpg","{""weight"":2.2,""volume"":[12,35,40]}",2025-11-21 08:21:23
"Title: 캐피탈 울 축융 머플러 퍼플
Category: 패션 액세서리 > 목도리/장갑 > 목도리 > 
Image: https://media.bunjang.co.kr/product/368868756_1_1763025696_w{res}.jpg","{""weight"":0.4,""volume"":[10,20,30]}",2025-11-21 08:21:14
"Title: Theory  버진 울 캐시미어 코트 s
Category: 남성의류 > 아우터 > 코트 > 
Image: https://media.bunjang.co.kr/product/369128828_1_1763514582_w{res}.jpg","{""weight"":2.5,""volume"":[15,40,60]}",2025-11-21 08:21:04
"Title: 하츠네 미쿠 타이토 누이
Category: 스타굿즈 > 방송/예능/캐릭터 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/367559887_1_1762424407_w{res}.jpg","{""weight"":0.2,""volume"":[15,15,20]}",2025-11-21 08:20:51
"Title: 스톤아일랜드 후드 패딩
Category: 남성의류 > 아우터 > 패딩 > 
Image: https://media.bunjang.co.kr/product/369912197_1_1763709954_w{res}.jpg","{""weight"":1.8,""volume"":[18,35,45]}",2025-11-21 08:20:48
"Title: 푸마 수원삼성 블루윙즈 트레이닝복 XL
Category: 스포츠/레저 > 축구 > 축구 의류/잡화 > 
Image: https://media.bunjang.co.kr/product/365696596_1_1761824878_w{res}.jpg","{""weight"":0.5,""volume"":[5,25,35]}",2025-11-21 08:20:21
"Title: 스톤아일랜드 블랙 맨투맨 티셔츠
Category: 남성의류 > 상의 > 맨투맨 > 
Image: https://media.bunjang.co.kr/product/370431363_1_1763712276_w{res}.jpg","{""weight"":0.8,""volume"":[8,30,35]}",2025-11-21 08:20:19
"Title: 준지 크리스토프 스파델 콜라보 반팔 티셔츠 한정판
Category: 남성의류 > 상의 > 반팔 티셔츠 > 
Image: https://media.bunjang.co.kr/product/352046046_1_1760092327_w{res}.jpg","{""weight"":0.35,""volume"":[4,25,35]}",2025-11-21 08:20:14
"Title: [포포] 아~해보세요 스티커
Category: 생활/건강>문구/사무용품>스티커>기타스티커
Image: https://shop-phinf.pstatic.net/20250508_208/1746683865368JWtXY_JPEG/1291027394945167_196816060.jpg?type=m510","{""weight"":0.02,""volume"":[0.2,10,15]}",2025-11-21 08:19:54
"Title: 푸마국대 국대KOREA 배구국가대표 트레이닝자켓/트랙슈트 XL
Category: 스포츠/레저 > 기타 스포츠 > 
Image: https://media.bunjang.co.kr/product/363568774_1_1760805468_w{res}.jpg","{""weight"":0.6,""volume"":[7,28,38]}",2025-11-21 08:19:52
"Title: [NEW 컬러] 노노어 오버 듀 립펜슬 9colors
Category: 메이크업 > 립메이크업 > 립스틱 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/A00000020935022ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.035,""volume"":[2,2,14]}",2025-11-21 08:19:47
"Title: 프로젝트 gr 더현대 바시티 자켓 1 사이즈 판매 그레일즈
Category: 남성의류 > 아우터 > 점퍼 > 
Image: https://media.bunjang.co.kr/product/267402127_1_1744365123_w{res}.jpg","{""weight"":1.8,""volume"":[12,30,35]}",2025-11-21 08:19:46
"Title: Andaash앤어애쉬 에스파 콜라보 에어팟맥스 악세사리
Category: 스타굿즈 > 걸그룹 > 의류/패션잡화 > 
Image: https://media.bunjang.co.kr/product/369653524_1_1763275127_w{res}.jpg","{""weight"":0.3,""volume"":[10,15,20]}",2025-11-21 08:19:46
"Title: NJZ x PPG 뉴진스 파워퍼프걸 콜라보 인형
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/322973143_1_1746849187_w{res}.jpg","{""weight"":0.3,""volume"":[17,20,27]}",2025-11-21 08:19:32
"Title: 뉴진스 혜인 인형 키링 미개봉
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/303005719_1_1732790831_w{res}.jpg","{""weight"":0.15,""volume"":[8,10,15]}",2025-11-21 08:19:02
"Title: [포포] 아~해보세요 스티커
Category: 생활/건강>문구/사무용품>스티커>기타스티커
Image: https://shop-phinf.pstatic.net/20250508_208/1746683865368JWtXY_JPEG/1291027394945167_196816060.jpg?type=m510","{""weight"":0.015,""volume"":[0.3,12,18]}",2025-11-21 08:19:01
"Title: 햇반 현미 작은공기 매니아팩 130g, 24개 (100%현미,  발아현미)
Category: 식품>냉동/간편조리식품>즉석밥
Image: https://shop-phinf.pstatic.net/20250915_270/17579359601814hruq_JPEG/92068807955257602_1174088402.jpg?type=m510","{""weight"":3.6,""volume"":[21,23,35]}",2025-11-21 08:18:53
"Title: 메이플스토리 샌던아트 아티산 핑크빈 키캡
Category: 디지털 > PC/노트북 > 키보드 > 
Image: https://media.bunjang.co.kr/product/349746991_1_1755305185_w{res}.jpg","{""weight"":0.05,""volume"":[4,5,5]}",2025-11-21 08:18:52
"Title: 가나디 초코우유 500ml x 4개
Category: 커피/음료 > 우유/두유 > 우유
Image: https://image.auction.co.kr/itemimage/4f/19/0d/4f190d3330.jpg","{""weight"":2.35,""volume"":[22,16,17]}",2025-11-21 08:18:37
"Title: 네임리스비챤으로 네임리스세구 구해봅니다 이세돌 이세계아이돌
Category: 스타굿즈 > 솔로(여) > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/369081699_1_1763104155_w{res}.jpg","{""weight"":0.05,""volume"":[1,10,15]}",2025-11-21 08:18:30
"Title: 다마고치썸 액정보호필름4매 일괄
Category: 디지털 > 휴대폰 > 케이스/보호필름/액세서리 > 
Image: https://media.bunjang.co.kr/product/369102644_1_1763042044_w{res}.jpg","{""weight"":0.03,""volume"":[0.5,7,10]}",2025-11-21 08:18:12
"Title: 고전 위시윙 향수병 악세사리 샤프
Category: 패션 액세서리 > 기타 액세서리 > 
Image: https://media.bunjang.co.kr/product/363811595_1_1760891378_w{res}.jpg","{""weight"":0.03,""volume"":[2,2,17]}",2025-11-21 08:18:00
"Title: [2PACK] V업 3D 플러스 레깅스
Category: 홈 > 우먼즈 > 하의 > 레깅스 > 
Image: https://cdn1-aka.makeshop.co.kr/shopimages/xexymix/0330040009972.jpg?1755587219","{""weight"":0.7,""volume"":[5,20,30]}",2025-11-21 08:17:52
"Title: 2026 시대인재 재수종합 항해일지&보이저레터
Category: 도서/티켓/문구 > 도서 > 학습/사전/참고서 > 
Image: https://media.bunjang.co.kr/product/369161315_1_1763085128_w{res}.jpg","{""weight"":5,""volume"":[9,22,30]}",2025-11-21 08:17:50
"Title: 스투시 후드티 블랙 M
Category: 남성의류 > 상의 > 후드티/후드집업 > 
Image: https://media.bunjang.co.kr/product/367010963_1_1763709874_w{res}.jpg","{""weight"":0.85,""volume"":[10,25,35]}",2025-11-21 08:17:39
"Title: DOUBLE WAIST HOOK TROUSER IN BLACK
Category: 여성의류 > 바지 > 슬랙스
Image: https://img.29cm.co.kr/item/202412/11efb086cd44344ead1b594464567b5c.jpg","{""weight"":0.6,""volume"":[4,28,35]}",2025-11-21 08:17:29
"Title: 오버워치 큐트벗데들리3 미니 피규어 (루시우,자리야)
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/364375234_1_1761369768_w{res}.jpg","{""weight"":0.3,""volume"":[10,10,15]}",2025-11-21 08:17:18
"Title: (M) 브랜드빈티지 반팔 카라 티셔츠 유니클로 띠어리 반집업-14437
Category: 남성의류 > 상의 > 반팔 티셔츠 > 
Image: https://media.bunjang.co.kr/product/350776446_1_1755219744_w{res}.jpg","{""weight"":0.25,""volume"":[3,25,30]}",2025-11-21 08:17:05
"Title: (새상품) 해밀턴 시계 머피 38 검판 H70405730
Category: 시계 > 남성시계 > 프리미엄 시계(기계식) > 
Image: https://media.bunjang.co.kr/product/360300550_1_1762887569_w{res}.jpg","{""weight"":0.8,""volume"":[10,15,20]}",2025-11-21 08:16:54
"Title: 슈팅스타 캐치 티니핑 시즌5 IQ가방퍼즐
Category: 장난감/완구 > 언어/학습완구 > 기타학습완구
Image: https://gdimg.gmarket.co.kr/4427460020/still/600?ver=1748392959","{""weight"":0.7,""volume"":[5,24,32]}",2025-11-21 08:16:51
"Title: 뉴진스 무라카미 플러시 인형 일괄
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/369324119_1_1763135354_w{res}.jpg","{""weight"":0.6,""volume"":[12,18,28]}",2025-11-21 08:16:47
"Title: 해밀턴 재즈마스터 오토매틱 뷰매틱 흰판
Category: 시계 > 남성시계 > 프리미엄 시계(기계식) > 
Image: https://media.bunjang.co.kr/product/368650990_1_1763384520_w{res}.jpg","{""weight"":1.2,""volume"":[12,18,18]}",2025-11-21 08:16:44
"Title: 칼하트 Carhartt 릴렉스핏 블랙 팬츠 (42x30)
Category: 남성의류 > 바지 > 면바지 > 
Image: https://media.bunjang.co.kr/product/368617375_1_1763103759_w{res}.jpg","{""weight"":1.2,""volume"":[8,30,35]}",2025-11-21 08:16:33
"Title: 캐치 티니핑 사랑의 하츄핑 판퍼즐 극장판 18+25+35+48조각 4종 세트
Category: 출산/육아>완구/인형>유아동퍼즐>그림퍼즐
Image: https://shop-phinf.pstatic.net/20240729_15/1722221528113F0GAv_JPEG/3731561996070656_2048779070.jpg?type=m510","{""weight"":1.1,""volume"":[6,24,32]}",2025-11-21 08:16:31
"Title: 키즈축구화 QQM 107394-01 퓨처 플레이 TT 주니어
Category: 스포츠 신발>운동화/스니커즈>아동화
Image: https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/pd/v2/3/4/2/5/7/9/vcohR/8834342579_B.webp","{""weight"":0.8,""volume"":[11,18,28]}",2025-11-21 08:16:21
"Title: 뉴진스 민지 파워퍼프걸 인형 팔아요!!
Category: 스타굿즈 > 걸그룹 > 인형/피규어 > 
Image: https://media.bunjang.co.kr/product/370111219_1_1763562449_w{res}.jpg","{""weight"":0.3,""volume"":[30,18,20]}",2025-11-21 08:16:20
"Title: Adidas Boucle Firebird Tracktop Cardboard - US Sizing
Category: streetwear
Image: https://search.pstatic.net/sunny?src=https%3A%2F%2Fkream-phinf.pstatic.net%2FMjAyNTExMDRfMjI2%2FMDAxNzYyMjQ3Njk3MTEz.b5CEkTXCXK4hLt9K8pFJhqwarpP8GRd4CI8GLJMpJU4g.n9kqtjhebYxUZc1QZi8lp98COqm5cX6rqCk6XMIbnfAg.PNG%2Fa_4976143bdb924a119a90277b2fe679c7.png","{""weight"":0.9,""volume"":[10,28,38]}",2025-11-21 08:16:15
"Title: 떠그클럽x아디다스 여성용 트랙탑 져지 xs
Category: 여성의류 > 상의 > 긴팔 티셔츠 > 
Image: https://media.bunjang.co.kr/product/191837551_1_1762404585_w{res}.jpg","{""weight"":0.45,""volume"":[4,25,35]}",2025-11-21 08:16:09
"Title: 르세라핌 스파게티 메이크스타 상하이 분철
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/370712925_1_1763710988_w{res}.jpg","{""weight"":0.1,""volume"":[1,10,15]}",2025-11-21 08:15:53
"Title: 도영 (DOYOUNG) - [2025 ENCORE CONCERT [Yours] MD] 이어폰 SET
Category: DOYOUNG > Digital Accessory
Image: https://media.ktown4u.com/products/resize/thumbnail/2025/09/30/YnOyCn.png","{""weight"":0.25,""volume"":[5,15,25]}",2025-11-21 08:15:52
"Title: [떠그클럽] 악마 롱슬리브 블랙
Category: 남성의류 > 상의 > 긴팔 티셔츠 > 
Image: https://media.bunjang.co.kr/product/193744530_1_1754278476_w{res}.jpg","{""weight"":0.35,""volume"":[2.5,26,32]}",2025-11-21 08:15:46
"Title: 꼼데가르송 플레이 가디건 블랙S
Category: 남성의류 > 아우터 > 가디건 > 
Image: https://media.bunjang.co.kr/product/356779461_1_1763599841_w{res}.jpg","{""weight"":0.5,""volume"":[7,25,35]}",2025-11-21 08:15:44
"Title: 2026 매트북 데일리 다이어리 (날짜형 26년 데일리 일기다이어리)
Category: 생활/건강>문구/사무용품>다이어리/플래너>다이어리
Image: https://shop-phinf.pstatic.net/20251105_118/1762326001055g83n1_JPEG/16919368964960888_1250307091.jpg?type=m510","{""weight"":0.8,""volume"":[2.8,14.8,21]}",2025-11-21 08:15:39
"Title: S 칼하트 립스탑 카덴스 자켓 블랙
Category: 남성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/367977186_1_1762596826_w{res}.jpg","{""weight"":1,""volume"":[8,25,35]}",2025-11-21 08:15:33
"Title: 디스커버리 (여성) 24FW 헤비 구스다운 숏패딩 (DWDJ52046)
Category: 등산/아웃도어 > 여성등산의류 > 여성등산점퍼
Image: https://image.auction.co.kr/itemimage/52/ec/17/52ec17a5f0.jpg","{""weight"":2.2,""volume"":[20,40,50]}",2025-11-21 08:15:12
"Title: 키즈운동화 107742-03  주니어 퓨쳐 7 플레이 TT 벨크로 INF
Category: 스포츠 신발>운동화/스니커즈>아동화
Image: https://cdn.011st.com/11dims/resize/1000x1000/quality/75/11src/product/8691154951/B.webp?253605900","{""weight"":0.4,""volume"":[10,15,22]}",2025-11-21 08:15:02
"Title: (새상품) 마뗑킴 퍼자켓 아이보리 S
Category: 여성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/369134622_1_1763158989_w{res}.jpg","{""weight"":1.8,""volume"":[20,30,40]}",2025-11-21 08:14:46
"Title: 티니핑 퍼즐 시즌6 프린세스 캐치티니핑 미니 가방퍼즐 하츄핑 사뿐핑 아름핑 뽀니핑 어린이
Category: 출산/육아>완구/인형>유아동퍼즐>그림퍼즐
Image: https://shop-phinf.pstatic.net/20251031_186/1761836863099cxF3y_JPEG/87468497116150461_1961052518.jpg?type=m510","{""weight"":0.7,""volume"":[7,21,27]}",2025-11-21 08:14:45
"Title: (빠른배송, 일괄) 뉴진스 하우스윗 공방 포토카드 포카 NEWJEANS
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/364112052_1_1763268936_w{res}.jpg","{""weight"":0.06,""volume"":[1,9,12]}",2025-11-21 08:14:44
"Title: CCH x Hello Kitty 티팟 (공홈 단독)
Category: 홈 > SHOP > CCH X HELLO KITTY > 
Image: https://crowcanyon.co.kr/web/product/big/202511/6fa56ee429ae9896a640860cfbf5789b.jpg","{""weight"":1.4,""volume"":[22,16,25]}",2025-11-21 08:14:23
"Title: 티니핑 퍼즐 하츄핑 오로라핑 초롱핑 빛나핑 판퍼즐 10종 세트
Category: 출산/육아>완구/인형>유아동퍼즐>그림퍼즐
Image: https://shop-phinf.pstatic.net/20250819_16/17556015815673jOHt_PNG/19369548329576539_558855212.png?type=m510","{""weight"":1.5,""volume"":[7,22,28]}",2025-11-21 08:14:20
"Title: 닥터지 로얄 블랙 스네일 크림 50ml+15ml
Category: 화장품/향수 > 스킨케어 > 크림/젤/스틱/밤
Image: https://gdimg.gmarket.co.kr/4579097516/still/600?ver=1763696982","{""weight"":0.25,""volume"":[8,9,9]}",2025-11-21 08:14:15
"Title: 15219 - 폴로 랄프로렌 핑크 셔츠
Category: 남성의류 > 상의 > 셔츠 > 
Image: https://media.bunjang.co.kr/product/366196025_1_1761889489_w{res}.jpg","{""weight"":0.4,""volume"":[4,28,35]}",2025-11-21 08:14:07
"Title: (1) CLOCOLOR  빈티지 원피스 / WOMEN F / LL1340
Category: 롱원피스
Image: https://d3ha2047wt6x28.cloudfront.net/8De7w3xJjGA/pr:GOODS_DETAIL/czM6Ly9hYmx5LWltYWdlLWxlZ2FjeS9kYXRhL2dvb2RzLzNkYWM1OGY2YzdlMzJjZjYzZWExODMwNGJlZTdjMGZjLmpwZw","{""weight"":0.7,""volume"":[8,25,35]}",2025-11-21 08:13:59
"Title: 베이비몬스터 치키타 2024 TMEA 위버스
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/364140029_1_1761038200_w{res}.jpg","{""weight"":0.05,""volume"":[0.5,10,15]}",2025-11-21 08:13:56
"Title: 프린세스 캐치티니핑 IQ가방퍼즐
Category: 출산/육아>완구/인형>유아동퍼즐>직소퍼즐/액자
Image: https://shop-phinf.pstatic.net/20251031_71/17618801885269OQRV_JPEG/107224780123260289_1893626812.jpg?type=m510","{""weight"":1,""volume"":[6,25,30]}",2025-11-21 08:13:45
"Title: 브라이스 플롯어웨이 디폴
Category: 키덜트 > 피규어/인형 > 
Image: https://media.bunjang.co.kr/product/369052059_1_1763104365_w{res}.jpg","{""weight"":0.3,""volume"":[10,15,15]}",2025-11-21 08:13:42
"Title: 칼하트 네이버후드 레오파드 자켓 (L)
Category: 남성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/368880378_1_1763092283_w{res}.jpg","{""weight"":1.3,""volume"":[12,28,38]}",2025-11-21 08:13:32
"Title: 퓨마 여성 자켓
Category: 여성의류 > 아우터 > 자켓 > 
Image: https://media.bunjang.co.kr/product/364695146_1_1761277386_w{res}.jpg","{""weight"":0.5,""volume"":[6,30,38]}",2025-11-21 08:13:22
"Title: 티니핑 퍼즐 시즌 5 하츄핑 가방 퍼즐 빛나핑 4종 세트
Category: 출산/육아>완구/인형>유아동퍼즐>그림퍼즐
Image: https://shop-phinf.pstatic.net/20241111_58/1731301969698g4KLP_PNG/78020289108192821_359294384.png?type=m510","{""weight"":1.2,""volume"":[6,26,32]}",2025-11-21 08:13:04
"Title: 칼하트 I035305 89XX 셀비 셔츠 자켓
Category: 패션의류>남성의류>재킷
Image: https://shop-phinf.pstatic.net/20251002_212/17593844969477cNq3_JPEG/86074965929088000_2115525710.jpg?type=m510","{""weight"":1.35,""volume"":[7,25,35]}",2025-11-21 08:13:04
"Title: 캐논 파워샷 a480 디지털카메라
Category: 디지털 > 카메라/DSLR > 일반디카/토이카메라 > 
Image: https://media.bunjang.co.kr/product/368786337_1_1763370896_w{res}.jpg","{""weight"":0.35,""volume"":[8,10,15]}",2025-11-21 08:12:50
"Title: 입생로랑 몽 파리 7.5ml 미니 향수
Category: 뷰티/미용 > 향수/아로마 > 여성 향수 > 
Image: https://media.bunjang.co.kr/product/368870233_1_1762948101_w{res}.jpg","{""weight"":0.06,""volume"":[8,4.5,3.5]}",2025-11-21 08:12:32
"Title: 뉴진스 해린 omg디토공방포카판매공개방송포토카드
Category: 스타굿즈 > 걸그룹 > 팬시/포토카드 > 
Image: https://media.bunjang.co.kr/product/368688258_1_1763459646_w{res}.jpg","{""weight"":0.1,""volume"":[1,10,15]}",2025-11-21 08:12:14
"Title: 팀버랜드팀버랜드 팀버랜드 A2EDR 레드우드 폴스 목토 부츠 브라운 (P003364
Category: 신발 > 남성캐주얼화 > 워커/부츠
Image: https://image.auction.co.kr/itemimage/4f/70/01/4f70010aa0.jpg","{""weight"":2.5,""volume"":[16,28,37]}",2025-11-21 08:12:13
"Title: W(S-M) 브랜드빈티지 니트 엘엘빈 케이블 꽈배기 퍼플-15C4A
Category: 여성의류 > 상의 > 니트/스웨터 > 
Image: https://media.bunjang.co.kr/product/368732256_1_1762899752_w{res}.jpg","{""weight"":0.6,""volume"":[6,28,32]}",2025-11-21 08:12:13
"Title: ai16 에이서 프레데터 게이밍 노트북 5070ti
Category: 디지털 > PC/노트북 > 노트북/넷북 > 
Image: https://media.bunjang.co.kr/product/369027159_1_1763702554_w{res}.jpg","{""weight"":4.5,""volume"":[10,35,45]}",2025-11-21 08:12:00
"Title: 보넥도 성호 생일 생카 특전 donotfight님
Category: 스타굿즈 > 보이그룹 > 포스터/화보 > 
Image: https://media.bunjang.co.kr/product/370565565_1_1763644534_w{res}.jpg","{""weight"":0.3,""volume"":[2,32,45]}",2025-11-21 08:11:46
"Title: [PDRN선크림]리쥬란 힐러 UV프로텍션 크림 40ml 기획 (+크림 10ml*2+더마힐러 앰플 3ml)
Category: 더모 코스메틱 > 선케어 > 선크림/선로션 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0020/A00000020380622ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.18,""volume"":[5,10,16]}",2025-11-21 08:11:46
"Title: 마뗑킴 투톤 바지
Category: 여성의류 > 바지 > 면바지 > 
Image: https://media.bunjang.co.kr/product/306895634_1_1759896181_w{res}.jpg","{""weight"":0.55,""volume"":[5,25,35]}",2025-11-21 08:11:35
"Title: 세이코 크레도르
Category: 시계 > 남성시계 > 프리미엄 시계(쿼츠) > 
Image: https://media.bunjang.co.kr/product/366573208_1_1762381394_w{res}.jpg","{""weight"":0.8,""volume"":[10,15,15]}",2025-11-21 08:11:34
"Title: [11월 올영픽] 제로이드 수딩 크림 80ml 기획 (+수딩 로션 25ml)
Category: 스킨케어 > 크림 > 크림 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0023/A00000023642804ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.25,""volume"":[5,10,17]}",2025-11-21 08:11:25
"Title: [한정특가] | [11/28 예약배송]
Category: HOME > 여성 > 
Image: https://product-image.wconcept.co.kr/productimg/image/img0/66/304311366_TH10559.jpg","{""weight"":1.8,""volume"":[12,30,40]}",2025-11-21 08:11:11
"Title: 스튜디오톰보이 아웃포켓 캐쥬얼 코트 9195413116
Category: 패션의류>여성의류>코트
Image: https://shop-phinf.pstatic.net/20250916_164/1758028448299JIKgF_JPEG/92161391347226407_2056620743.jpg?type=m510","{""weight"":1.5,""volume"":[12,30,40]}",2025-11-21 08:11:10
"Title: 햄햄팡팡 x Mili 테마 패치
Category: 스타굿즈 > 방송/예능/캐릭터 > 의류/패션잡화 > 
Image: https://media.bunjang.co.kr/product/368853122_1_1763635595_w{res}.jpg","{""weight"":0.05,""volume"":[1,10,15]}",2025-11-21 08:11:10
"Title: 오버핏 나그랑 더블 여성 롱 코트 울 모직 겨울 여자 코트 누빔 아이보리 블랙
Category: 패션의류>여성의류>코트
Image: https://shop-phinf.pstatic.net/20181031_187/coively1_1540954891788gvRBr_JPEG/64262071428684663_1569351849.jpg?type=m510","{""weight"":2.2,""volume"":[15,40,50]}",2025-11-21 08:11:10
"Title: [ZOOC] 캐시미어 울 블랜디드 발마칸 싱글 코트 V254MSG964
Category: 패션의류>여성의류>코트
Image: https://shop-phinf.pstatic.net/20251111_214/1762858602802cRban_JPEG/96027908553272347_1495497267.jpg?type=m510","{""weight"":2.2,""volume"":[12,45,55]}",2025-11-21 08:11:05
"Title: LYCAW24500CMX 럭키슈에뜨 플리츠 패널 디테일 더블 버튼 코트
Category: 패션의류>여성의류>코트
Image: https://shop-phinf.pstatic.net/20241016_73/1729044951749CVwri_JPEG/76709869749137413_1194610687.JPG?type=m510","{""weight"":2.3,""volume"":[12,40,50]}",2025-11-21 08:11:05
"Title: 비즈빔 베리투스 폴크 부츠 다크브라운 W8
Category: 신발 > 여성화 > 워커/부츠 > 
Image: https://media.bunjang.co.kr/product/357477847_1_1763368118_w{res}.jpg","{""weight"":2,""volume"":[16,22,34]}",2025-11-21 08:11:03
"Title: 튜더 로얄 41mm 흰판 데이 데이트 오토풀셋 판매
Category: 시계 > 남성시계 > 프리미엄 시계(기계식) > 
Image: https://media.bunjang.co.kr/product/369956481_1_1763552716_w{res}.jpg","{""weight"":1.6,""volume"":[16,22,22]}",2025-11-21 08:10:34
"Title: [2PACK] 블랙라벨 시그니처 380N 레깅스
Category: 카카오톡 > 페이스북 > 링크복사 > 
Image: https://xexymix.jpg3.kr/xexymix/img/XP/2022/9167f/720/720_xrs.jpg","{""weight"":0.7,""volume"":[6,20,30]}",2025-11-21 08:10:29
"Title: 팝마트 반짝반짝 작은별 시리즈 작은 별
Category: 패션 액세서리 > 키링/키케이스 > 
Image: https://media.bunjang.co.kr/product/367625691_1_1763599601_w{res}.jpg","{""weight"":0.15,""volume"":[8,10,15]}",2025-11-21 08:10:21
"Title: 바이오더마 세비엄 H2O 500ml
Category: 클렌징 > 워터/밀크 > 클렌징워터 > 
Image: https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/10/0000/0023/A00000023098001ko.jpg?l=ko&QT=85&SF=webp&sharpen=1x0.5","{""weight"":0.6,""volume"":[20,5,8]}",2025-11-21 08:10:05
